16h23m31.57s -24d36m32.29s,0.6163,70.263,Metric Spacetime Anomaly,12.6,MATCH: BKLT J162330-243634 (*),,
16h32m54.93s -24d15m39.41s,0.5117,46.148,Metric Spacetime Anomaly,221.04,MATCH: 2MASS J16330938-2417181 (SB*),,
16h30m14.55s -25d10m16.63s,0.85,225.5903,Baryonic Metric Substrate,113.82,MATCH: ROS 32 (Rad),,
16h23m19.05s -24d05m22.40s,0.2819,18.7437,Solenoidal Metric Schema (Iron),118.09,MATCH: IRAS 16202-2356 (FIR),,
16h30m00.30s -23d27m34.96s,0.2449,13.3544,Gasious Substrate Schema,136.96,MATCH: Gaia DR3 6050721614181031424 (EB*),,
16h30m22.30s -24d58m14.44s,0.5012,392.196,Metric Spacetime Anomaly,166.33,MATCH: SFAM 184 (Rad),,
16h27m47.12s -24d07m22.59s,0.4204,43.46,Trefoil Metric Schema,61.46,MATCH: 2MASS J16274499-2406284 (Y*O),,
16h31m38.58s -25d26m14.48s,0.2208,16.3324,Gasious Substrate Schema,45.66,MATCH: PGCC G353.06+15.35 (MoC),,
16h25m31.32s -25d32m10.88s,0.2343,19.4455,Gasious Substrate Schema,20.92,MATCH: [DB2002b] G352.04+16.32 (DNe),,
16h31m55.51s -24d48m11.17s,0.3635,277.7589,Trefoil Metric Schema,59.16,MATCH: HGBS J163157.4-244717 (cor),,
16h25m15.14s -24d49m29.12s,0.4055,70.0909,Localized Torsional Inflection,26.17,MATCH: BKLT J162515-244900 (*),,
16h31m01.23s -23d47m51.94s,0.2945,34.6176,Solenoidal Metric Schema (Iron),57.01,MATCH: [SHO89] 40 (Rad),,
16h25m57.53s -24d21m22.09s,0.298,158.0661,Solenoidal Metric Schema (Iron),13.22,MATCH: BKLT J162558-242116 (*),,
16h27m13.93s -23d50m19.49s,0.2046,2.1338,Minkowskian Baseline,95.25,MATCH: 2MASS J16271142-2348505 (Y*O),,
16h25m08.87s -24d42m43.73s,0.4706,136.4589,Metric Spacetime Anomaly,8.2,MATCH: BKLT J162509-244236 (*),,
16h25m57.46s -23d37m32.81s,0.4392,44.5661,Trefoil Metric Schema,133.93,MATCH: [SHM2017] J246.47718-23.66121 (RR*),,
16h31m54.25s -25d02m02.47s,0.2676,36.711,Gasious Substrate Schema,81.89,MATCH: IRAS 16289-2457 (Y*O),,
16h30m16.00s -25d04m40.43s,0.2776,80.2331,Gasious Substrate Schema,109.13,MATCH: ATO J247.5350-25.0678 (EB*),,
16h25m36.69s -24d44m32.76s,0.2496,99.366,Gasious Substrate Schema,16.32,MATCH: BKLT J162537-244436 (*),,
16h28m18.34s -24d04m22.93s,0.2457,33.5283,Gasious Substrate Schema,55.99,MATCH: ISO-Oph 195 (TT*),,
16h25m35.97s -25d22m18.34s,0.4509,363.6991,Localized Torsional Inflection,135.54,MATCH: Gaia DR3 6048938721716971136 (EB*),,
16h27m06.69s -24d13m38.13s,0.5323,112.8492,Metric Spacetime Anomaly,14.36,MATCH: BKLT J162706-241327 (*),,
16h26m29.05s -24d55m15.95s,0.305,114.8557,Solenoidal Metric Schema (Iron),48.06,MATCH: GES J16263056-2454326 (*),,
16h25m46.10s -24d25m18.09s,0.1928,280.6374,Minkowskian Baseline,15.64,MATCH: [BHM2012b] 6 (*),,
16h29m43.10s -24d22m54.74s,0.2807,28.9239,Solenoidal Metric Schema (Iron),52.63,MATCH: AOC J162939.40-242309.4 (LM?),,
16h24m17.91s -24d29m23.41s,0.8973,65.651,Baryonic Metric Substrate,64.41,MATCH: 2MASS J16241340-2429038 (Or*),,
16h27m42.41s -24d31m57.54s,0.2253,307.0241,Gasious Substrate Schema,6.35,MATCH: [GAN2001] B5 (PoC),,
16h26m21.80s -24d25m41.64s,0.2923,16.4596,Solenoidal Metric Schema (Iron),19.68,MATCH: [GY92]   5 (Or*),,
16h30m07.36s -24d05m41.11s,0.2967,40.6144,Solenoidal Metric Schema (Iron),130.66,MATCH: SFAM  71 (Rad),,
16h27m34.87s -24d02m42.38s,0.4109,138.6868,Trefoil Metric Schema,36.64,MATCH: GES J16273284-2403063 (*),,
16h31m18.51s -25d12m18.27s,0.4604,405.9437,Localized Torsional Inflection,101.6,MATCH: SFAM 114 (Rad),,
16h29m49.01s -24d09m48.19s,0.234,165.3956,Gasious Substrate Schema,105.35,MATCH: Gaia DR3 6050614106855999360 (Y*?),,
16h28m14.10s -25d40m48.66s,0.7813,324.201,Localized Torsional Inflection,149.38,MATCH: 2MASS J16282506-2541068 (Y*?),,
16h26m55.15s -24d39m04.68s,0.2687,82.6209,Gasious Substrate Schema,24.88,MATCH: DROXO 20 (X),,
16h31m04.36s -24d39m43.13s,0.5324,9.0613,Metric Spacetime Anomaly,94.69,MATCH: Elia 2-77 (AB?),,
16h28m36.75s -24d42m37.16s,0.1792,182.4327,Minkowskian Baseline,34.93,MATCH: BKLT J162838-244300 (*),,
16h24m51.80s -25d24m42.47s,0.8098,33.8382,Baryonic Metric Substrate,150.68,MATCH: UCAC4 324-083725 (*),,
16h30m21.28s -23d58m04.42s,0.2321,101.1228,Gasious Substrate Schema,98.79,MATCH: 2MASS J16302673-2359087 (Or*),,
16h28m57.04s -25d27m50.32s,0.2297,8.3933,Gasious Substrate Schema,29.79,MATCH: UCAC4 323-086702 (*),,
16h25m50.27s -24d52m33.02s,0.7828,57.2814,Metric Spacetime Anomaly,8.34,MATCH: BKLT J162550-245236 (*),,
16h27m25.37s -24d59m28.05s,0.3253,12.8212,Helical Metric Schema,19.32,MATCH: GES J16272535-2459087 (*),,
16h28m38.83s -24d41m41.81s,0.6154,13.696,Metric Spacetime Anomaly,8.67,MATCH: BKLT J162839-244138 (*),,
16h27m49.84s -24d10m31.30s,0.2396,102.781,Gasious Substrate Schema,27.29,MATCH: BKLT J162751-241031 (*),,
16h27m31.37s -24d05m23.50s,0.2735,60.4489,Gasious Substrate Schema,70.42,MATCH: 2MASS J16273615-2404576 (LM*),,
16h27m15.24s -24d25m17.02s,0.2239,5.2088,Gasious Substrate Schema,9.25,MATCH: YLW 10C (Y*O),,
16h24m15.35s -24d49m53.25s,0.2443,117.0708,Gasious Substrate Schema,19.99,MATCH: BKLT J162413-244952 (*),,
16h24m05.30s -24d43m51.13s,0.2112,83.7083,Minkowskian Baseline,20.09,MATCH: BKLT J162404-244326 (*),,
16h27m00.30s -24d17m55.02s,0.2749,10.7442,Gasious Substrate Schema,37.99,MATCH: BKLT J162702-241756 (*),,
16h23m42.72s -24d29m49.05s,0.7162,9.1292,Metric Spacetime Anomaly,112.03,MATCH: NVSS J162346-243129 (Rad),,
16h32m29.66s -24d29m13.36s,0.6852,91.6171,Metric Spacetime Anomaly,8.75,MATCH: NAME IRAS 16293E (cor),,
16h26m32.74s -24d14m47.99s,0.2285,41.6059,Gasious Substrate Schema,6.29,MATCH: HGBS J162632.2-241448 (cor),,
16h27m46.88s -24d50m38.88s,0.9714,11.4266,Baryonic Metric Substrate,11.26,MATCH: BKLT J162747-245048 (*),,
16h28m36.68s -23d43m09.82s,0.5025,31.6328,Metric Spacetime Anomaly,N/A,NO MATCH,,
16h25m34.19s -24d56m24.87s,0.2351,0.627,Gasious Substrate Schema,79.09,MATCH: GES J16253084-2457295 (*),,
16h27m17.13s -23d57m13.90s,0.2256,47.8995,Gasious Substrate Schema,92.09,MATCH: 2MASS J16271781-2358454 (LP*),,
16h24m49.21s -25d14m59.61s,0.2542,18.3987,Gasious Substrate Schema,97.85,MATCH: 2MASS J16244687-2516321 (LP*),,
16h29m53.19s -23d48m47.45s,0.6411,113.0009,Metric Spacetime Anomaly,190.08,MATCH: Elia 2-41 (*),,
16h30m47.58s -23d39m24.05s,0.501,256.6227,Localized Torsional Inflection,55.61,MATCH: LDN 1704 (DNe),,
16h28m33.60s -25d06m56.02s,0.3105,70.3222,Solenoidal Metric Schema (Iron),17.05,MATCH: UCAC4 325-084941 (*),,
16h30m16.21s -24d32m27.80s,0.3926,14.8221,Trefoil Metric Schema,91.39,MATCH: SFAM  76 (Rad),,
16h28m17.08s -25d32m15.94s,0.2658,78.8668,Gasious Substrate Schema,22.67,MATCH: HH 551 (HH),,
16h26m52.45s -24d03m06.18s,0.3308,2.8684,Helical Metric Schema,48.74,MATCH: [WMR2005] 2-17 (LP*),,
16h25m33.67s -25d07m01.90s,0.7456,95.4675,Metric Spacetime Anomaly,77.13,MATCH: UCAC4 325-084736 (PM*),,
16h26m58.74s -24d38m32.44s,0.2474,3.5911,Gasious Substrate Schema,39.5,MATCH: HGBS J162658.1-243753 (cor),,
16h26m57.39s -24d06m35.01s,0.4325,89.0009,Trefoil Metric Schema,67.11,MATCH: [WMR2005] 4-32 (TT?),,
16h28m52.35s -24d38m42.72s,0.6476,30.9678,Metric Spacetime Anomaly,31.26,MATCH: BKLT J162854-243835 (*),,
16h29m31.53s -23d54m16.34s,0.2563,11.8591,Gasious Substrate Schema,181.26,MATCH: IRAS 16265-2350 (FIR),,
16h32m27.08s -24d17m36.05s,0.2063,132.2874,Minkowskian Baseline,217.35,MATCH: 2MASS J16323416-2420506 (LP?),,
16h23m49.02s -24d23m28.61s,0.264,195.8854,Gasious Substrate Schema,125.91,MATCH: UGCS J162344.67-242137.5 (Y*?),,
16h31m13.93s -24d16m13.17s,0.8748,32.533,Baryonic Metric Substrate,152.03,MATCH: [KPS2012] MWSC 2421 (Cl?),,
16h28m46.59s -24d20m07.68s,0.3026,255.6919,Solenoidal Metric Schema (Iron),20.74,MATCH: LDN 1696 (DNe),,
16h32m35.34s -24d39m46.43s,0.2601,10.7647,Gasious Substrate Schema,63.44,MATCH: GBS-VLA J163231.17-244014.6 (Rad),,
16h24m22.07s -24d28m08.10s,0.4009,42.8797,Trefoil Metric Schema,43.76,MATCH: Gaia DR3 6049324585875117568 (Y*?),,
16h31m04.69s -23d39m50.08s,0.4303,222.0762,Trefoil Metric Schema,97.7,MATCH: [DB2002b] G354.38+16.57 (cor),,
16h32m00.16s -24d33m29.62s,0.3684,1.8703,Trefoil Metric Schema,75.3,MATCH: JCMTSF J163201.4-243443 (smm),,
16h26m28.61s -23d45m46.53s,0.6432,76.4585,Localized Torsional Inflection,68,MATCH: Gaia DR3 6050885372694232832 (EB*),,
16h31m18.08s -24d54m20.91s,0.2694,19.66,Gasious Substrate Schema,170.77,MATCH: Gaia DR3 6046060406433244032 (EB*),,
16h27m48.89s -25d02m02.28s,0.4978,138.5601,Localized Torsional Inflection,53.36,MATCH: Gaia DR3 6049048058700558080 (RR*),,
16h27m32.32s -25d36m16.73s,0.2167,443.18,Minkowskian Baseline,154.59,MATCH: CD-25 11511 (PM*),,
16h26m20.48s -24d05m46.25s,0.6177,125.9061,Metric Spacetime Anomaly,67.7,MATCH: [HR2023] HSC 2919 (OpC),,
16h28m20.47s -25d41m29.83s,0.2375,35.9402,Gasious Substrate Schema,66.22,MATCH: 2MASS J16282506-2541068 (Y*?),,
16h29m25.90s -23d20m46.55s,0.2424,13.1119,Gasious Substrate Schema,139.74,MATCH: DoAr 83 (Em*),,
16h27m25.00s -25d32m53.90s,0.288,240.5806,Localized Torsional Inflection,205.09,MATCH: UCAC4 323-086578 (*),,
16h26m53.58s -24d16m44.01s,0.9507,224.2283,Localized Torsional Inflection,31.86,MATCH: [BHM2012b] 343 (*),,
16h29m22.21s -25d00m13.05s,0.3131,219.0218,Solenoidal Metric Schema (Iron),90.87,MATCH: 2MASS J16292883-2500248 (Y*?),,
16h30m45.04s -24d35m24.42s,0.5595,18.4578,Metric Spacetime Anomaly,144.11,MATCH: 2MASS J16303563-2434188 (TT*),,
16h32m41.30s -24d17m40.68s,0.5951,48.8539,Metric Spacetime Anomaly,213.49,MATCH: 2MASS J16323416-2420506 (LP?),,
16h28m42.11s -25d18m23.09s,0.6536,30.8887,Metric Spacetime Anomaly,23.14,MATCH: DoAr 39 (Em*),,
16h25m33.23s -24d24m21.65s,0.3093,4.2928,Solenoidal Metric Schema (Iron),49.07,MATCH: BKLT J162536-242449 (*),,
16h29m45.42s -24d49m54.48s,0.3676,50.9256,Trefoil Metric Schema,139.02,MATCH: Gaia DR3 6046075043681802368 (EB*),,
16h23m58.63s -24d26m11.08s,0.1964,13.2,Minkowskian Baseline,40.6,MATCH: [PB95] Oph B  7 (PoC),,
16h26m46.72s -25d39m47.04s,0.4241,85.8611,Trefoil Metric Schema,172.7,MATCH: CRTS J162638.1-253738 (RR*),,
16h28m56.89s -25d00m42.86s,0.2251,255.0594,Localized Torsional Inflection,68.46,MATCH: 2MASS J16290158-2500182 (Y*O),,
16h30m25.99s -24d01m05.53s,0.2447,25.2362,Gasious Substrate Schema,97.26,MATCH: 2MASS J16301887-2401067 (LP?),,
16h27m57.96s -24d32m08.87s,0.2405,26.7994,Gasious Substrate Schema,40.57,MATCH: [KGS2004] f08-01f (?),,
16h25m23.37s -24d18m23.71s,0.252,71.295,Gasious Substrate Schema,17.32,MATCH: BKLT J162524-241839 (*),,
16h27m34.74s -24d53m40.40s,0.5071,69.6155,Metric Spacetime Anomaly,16.7,MATCH: BKLT J162735-245354 (*),,
16h28m22.29s -25d00m01.45s,0.3025,116.9316,Solenoidal Metric Schema (Iron),93.26,MATCH: SFAM 168 (Rad),,
16h25m56.43s -25d39m10.52s,0.1874,62.4865,Minkowskian Baseline,291.87,MATCH: HGBS J162547.7-253443 (cor),,
16h26m44.17s -25d32m24.23s,0.2869,4.036,Solenoidal Metric Schema (Iron),110.98,MATCH: TYC 6798-415-1 (*),,
16h28m24.00s -23d36m36.64s,0.3036,2.0875,Solenoidal Metric Schema (Iron),178.45,MATCH: 2MASS J16281100-2336347 (*),,
16h30m25.92s -25d35m47.55s,0.2998,73.4295,Solenoidal Metric Schema (Iron),67.93,MATCH: ROX 38 (X),,
16h24m10.21s -25d03m44.49s,0.6293,262.5367,Metric Spacetime Anomaly,160.43,MATCH: UCAC4 325-084685 (*),,
16h26m58.06s -25d07m46.52s,0.6359,101.2907,Metric Spacetime Anomaly,27.01,MATCH: ROC 18 (Rad),,
16h29m12.49s -24d46m22.24s,0.4826,0.5363,Metric Spacetime Anomaly,8.09,MATCH: BKLT J162912-244623 (*),,
16h24m40.57s -24d57m46.57s,0.2498,243.3229,Gasious Substrate Schema,164.66,MATCH: 2MASS J16244941-2459388 (*),,
16h24m07.55s -24d52m30.89s,0.2953,23.0708,Solenoidal Metric Schema (Iron),12.22,MATCH: Gaia DR3 6049030569592883584 (*),,
16h25m04.77s -25d06m26.92s,0.2441,49.3463,Gasious Substrate Schema,116.47,MATCH: UCAC4 325-084731 (*),,
16h28m27.07s -24d40m13.19s,0.2779,85.6445,Gasious Substrate Schema,14.19,MATCH: BKLT J162827-244023 (*),,
16h31m10.41s -24d15m15.46s,0.2749,73.9403,Gasious Substrate Schema,127.12,MATCH: [KPS2012] MWSC 2421 (Cl?),,
16h31m27.37s -24d42m32.01s,0.5678,50.9234,Metric Spacetime Anomaly,136.19,MATCH: UCAC4 327-080388 (*),,
16h28m56.42s -25d37m38.74s,0.2309,4.347,Gasious Substrate Schema,28.1,MATCH: 2MASS J16285559-2537129 (Y*O),,
16h28m24.52s -24d20m36.06s,0.3205,191.8579,Helical Metric Schema,20.23,MATCH: WLY 1-59 (IR),,
16h30m48.96s -24d59m50.77s,0.2625,59.3148,Gasious Substrate Schema,207.93,MATCH: 2MASS J16310382-2459014 (LP?),,
16h29m18.95s -24d52m38.30s,0.2013,40.7877,Minkowskian Baseline,20.36,MATCH: BKLT J162919-245226 (*),,
16h25m36.28s -23d31m04.50s,0.3628,57.3915,Trefoil Metric Schema,47.1,MATCH: 2MASS J16253738-2331489 (Y*O),,
16h31m45.97s -25d10m12.79s,0.4297,21.3495,Trefoil Metric Schema,126.66,MATCH: JCMTSE J163149.0-250813 (smm),,
16h29m48.75s -24d29m17.94s,0.2655,22.6543,Gasious Substrate Schema,76.07,MATCH: Gaia DR3 6050590669217487232 (EB*),,
16h29m50.85s -23d58m43.63s,0.2789,57.2368,Gasious Substrate Schema,180.42,MATCH: VSS   II-40 (*),,
16h28m18.04s -23d26m43.68s,0.2606,52.4884,Gasious Substrate Schema,189.86,MATCH: NVSS J162829-232452 (Rad),,
16h27m32.23s -24d07m07.11s,0.5086,1.7606,Metric Spacetime Anomaly,136.51,MATCH: BKLT J162731-240926 (*),,
16h26m09.92s -24d46m45.28s,0.3894,64.6804,Trefoil Metric Schema,57.99,MATCH: BKLT J162611-244546 (*),,
16h29m51.32s -25d32m11.07s,0.3436,26.174,Helical Metric Schema,56.23,MATCH: UCAC4 323-086770 (*),,
16h27m05.19s -23d57m17.93s,0.3574,42.686,Helical Metric Schema,92.24,MATCH: [WMR2005] 4-42 (TT?),,
16h29m14.33s -23d48m17.93s,0.3306,151.7379,Helical Metric Schema,134.92,MATCH: DOBASHI 7280 (DNe),,
16h29m01.33s -24d53m59.50s,0.6283,78.9083,Metric Spacetime Anomaly,36.08,MATCH: BKLT J162900-245330 (*),,
16h29m24.95s -24d52m28.75s,0.2938,30.5618,Solenoidal Metric Schema (Iron),33.62,MATCH: BKLT J162923-245248 (*),,
16h29m34.13s -24d06m53.67s,0.6398,28.1306,Metric Spacetime Anomaly,69.86,MATCH: [EWM2011] 2-49 (*),,
16h30m33.28s -23d53m20.94s,0.2948,84.856,Localized Torsional Inflection,33.41,MATCH: 2MASS J16303568-2353149 (Y*?),,
16h29m15.66s -24d24m14.51s,0.235,82.5422,Gasious Substrate Schema,15.49,MATCH: BKLT J162915-242400 (*),,
16h30m46.05s -24d51m59.60s,0.363,177.12,Trefoil Metric Schema,55.16,MATCH: NVSS J163050-245132 (Rad),,
16h24m33.98s -24d34m05.37s,0.297,20.5125,Solenoidal Metric Schema (Iron),3.04,MATCH: BKLT J162434-243400 (*),,
16h27m18.31s -24d12m36.26s,0.1929,22.6416,Minkowskian Baseline,27.09,MATCH: BKLT J162717-241304 (*),,
16h28m06.33s -24d13m24.58s,1.3889,195.7653,Metric Spacetime Anomaly,34.05,MATCH: BKLT J162804-241302 (*),,
16h27m26.74s -25d21m09.72s,0.2551,9.9661,Gasious Substrate Schema,144.65,MATCH: IRAS 16244-2516 (FIR),,
16h31m40.62s -25d10m40.61s,0.2253,53.9293,Gasious Substrate Schema,147.53,MATCH: VSS   II-55 (*),,
16h29m32.44s -23d57m09.46s,0.4159,72.7297,Trefoil Metric Schema,14.8,MATCH: IRAS 16265-2350 (FIR),,
16h27m53.03s -24d14m55.64s,0.2318,151.7838,Gasious Substrate Schema,18.38,MATCH: BKLT J162753-241515 (*),,
16h27m37.10s -25d02m28.53s,0.8097,127.3851,Baryonic Metric Substrate,98.31,MATCH: 1RXS J162740.8-250353 (X),,
16h26m38.50s -23d48m01.52s,0.2069,47.3616,Minkowskian Baseline,108.55,MATCH: 2MASS J16264157-2346215 (LP?),,
16h28m52.64s -24d10m47.72s,0.3787,32.9702,Trefoil Metric Schema,23.48,MATCH: BKLT J162853-241037 (*),,
16h29m13.67s -24d54m34.74s,0.2147,17.1709,Minkowskian Baseline,33.37,MATCH: BKLT J162913-245358 (*),,
16h27m30.42s -24d45m01.22s,0.706,67.526,Metric Spacetime Anomaly,15.16,MATCH: HGBS J162729.3-244458 (cor),,
16h25m49.72s -24d38m43.78s,0.4687,211.8421,Metric Spacetime Anomaly,32.68,MATCH: WLY 2-10 (TT*),,
16h31m37.43s -24d59m18.35s,0.358,14.9252,Helical Metric Schema,104.55,MATCH: HGBS J163141.5-245749 (cor),,
16h29m29.14s -24d38m43.73s,0.3335,262.074,Helical Metric Schema,53.73,MATCH: ROC 42 (Rad),,
16h29m34.96s -24d09m58.35s,0.2537,73.9916,Gasious Substrate Schema,39.69,MATCH: 2MASS J16293490-2410380 (*),,
16h28m30.54s -24d16m38.31s,0.3412,12.0218,Helical Metric Schema,34.2,MATCH: BKLT J162828-241704 (*),,
16h26m01.76s -23d52m59.68s,0.3614,32.663,Trefoil Metric Schema,153.85,MATCH: EM* SR    5 (TT*),,
16h26m50.99s -24d31m15.04s,0.2823,7.8546,Solenoidal Metric Schema (Iron),26.72,MATCH: GDS J162652.4-243133 (X),,
16h30m02.75s -23d50m14.20s,0.2211,46.3792,Gasious Substrate Schema,55.36,MATCH: Elia 2-41 (*),,
16h24m00.13s -24d21m09.80s,0.4872,13.7879,Metric Spacetime Anomaly,74.02,MATCH: 2MASS J16240515-2421373 (*),,
16h31m18.82s -24d06m41.41s,0.2115,36.5659,Minkowskian Baseline,34.73,MATCH: SFAM 188 (Rad),,
16h24m55.67s -24d20m18.57s,0.5987,133.2551,Metric Spacetime Anomaly,50.59,MATCH: BKLT J162453-242103 (*),,
16h25m52.80s -25d22m37.16s,0.2082,24.7497,Minkowskian Baseline,30.07,MATCH: SFAM   4 (Rad),,
16h30m45.01s -23d58m11.27s,1.1238,112.8519,Baryonic Metric Substrate,86.4,MATCH: UCAC4 331-084158 (*),,
16h27m17.72s -24d54m12.22s,0.2066,175.6085,Minkowskian Baseline,6.13,MATCH: [MPK2010b] 4487 (BD?),,
16h28m50.69s -24d48m39.20s,0.4693,167.5867,Metric Spacetime Anomaly,32.82,MATCH: BKLT J162851-244908 (*),,
16h23m57.46s -24d35m52.72s,0.5008,405.2087,Localized Torsional Inflection,41.8,MATCH: BKLT J162354-243604 (*),,
16h29m51.25s -24d15m43.96s,0.2014,15.0804,Minkowskian Baseline,99.42,MATCH: UCAC4 329-081235 (*),,
16h30m55.85s -24d26m41.07s,1.814,4.6836,Metric Spacetime Anomaly,111.85,MATCH: 2MASS J16305349-2424538 (Or*),,
16h24m17.37s -24d14m21.17s,0.3117,35.5416,Solenoidal Metric Schema (Iron),20.62,MATCH: 2XMM J162418.7-241428 (X),,
16h28m09.24s -25d30m20.47s,0.3756,25.2712,Trefoil Metric Schema,36.03,MATCH: UCAC4 323-086634 (*),,
16h27m38.05s -23d59m14.75s,0.3985,248.834,Trefoil Metric Schema,22.04,MATCH: 2MASS J16273714-2359330 (Or*),,
16h27m23.02s -24d28m12.43s,0.1957,96.8514,Minkowskian Baseline,11.89,MATCH: [MAN98] B2-MM3 (mm),,
16h32m26.95s -24d22m32.39s,0.2835,49.1078,Solenoidal Metric Schema (Iron),61.05,MATCH: ROC 58 (Rad),,
16h25m44.00s -24d56m20.44s,0.573,68.0797,Metric Spacetime Anomaly,114.67,MATCH: GES J16255241-2456260 (*),,
16h22m51.38s -24d30m12.02s,0.2711,91.5425,Gasious Substrate Schema,108.77,MATCH: RX J1622.7-2431 (Y*O),,
16h23m15.60s -24d25m07.37s,0.2609,99.6936,Gasious Substrate Schema,85.56,MATCH: UCAC4 328-084350 (Ro*),,
16h30m22.98s -25d23m31.02s,0.4519,67.4989,Localized Torsional Inflection,41.51,MATCH: SFAM 183 (Rad),,
16h28m40.78s -25d39m09.76s,0.4496,73.823,Trefoil Metric Schema,114.66,MATCH: IRAS 16257-2533 (FIR),,
16h25m24.51s -24d48m07.67s,0.2508,3.9624,Gasious Substrate Schema,10.64,MATCH: BKLT J162524-244815 (*),,
16h31m17.08s -25d01m11.05s,0.2029,117.2593,Minkowskian Baseline,35.23,MATCH: HGBS J163119.6-250107 (cor),,
16h26m51.82s -24d12m32.18s,0.2145,210.9907,Minkowskian Baseline,45.09,MATCH: BKLT J162648-241230 (Or*),,
16h28m48.42s -25d02m08.67s,0.2158,39.9104,Minkowskian Baseline,90.61,MATCH: GES J16284704-2500399 (*),,
16h27m53.87s -24d10m05.58s,0.2945,6.2401,Solenoidal Metric Schema (Iron),36.11,MATCH: BKLT J162751-241031 (*),,
16h28m29.62s -25d38m33.45s,0.2059,44.5318,Minkowskian Baseline,165.4,MATCH: 2MASS J16282506-2541068 (Y*?),,
16h24m24.91s -24d02m03.52s,0.3348,58.7781,Helical Metric Schema,48.8,MATCH: 2MASS J16242845-2402074 (*),,
16h27m46.11s -23d49m11.26s,0.2336,39.4312,Gasious Substrate Schema,82.91,MATCH: Gaia DR3 6050870396146334208 (PM*),,
16h24m21.37s -24d32m21.06s,0.3756,23.0514,Trefoil Metric Schema,74.88,MATCH: 2MASS J16241625-2432482 (Y*?),,
16h30m18.94s -24d54m13.91s,0.2086,4.6155,Minkowskian Baseline,60.76,MATCH: 2MASS J16302339-2454161 (Or*),,
16h27m44.18s -25d32m44.93s,0.2519,50.1483,Gasious Substrate Schema,109.1,MATCH: 2MASS J16274985-2534023 (Y*?),,
16h31m05.87s -24d55m35.42s,0.4041,20.381,Trefoil Metric Schema,51.48,MATCH: SFAM 106 (Rad),,
16h25m43.70s -24d46m41.78s,1.177,82.1334,Localized Torsional Inflection,26.32,MATCH: BKLT J162541-244643 (*),,
16h31m21.02s -25d12m22.00s,1.0996,111.5655,Baryonic Metric Substrate,69.49,MATCH: SFAM 114 (Rad),,
16h28m36.56s -24d43m33.01s,0.9581,301.1571,Baryonic Metric Substrate,43.07,MATCH: BKLT J162838-244300 (*),,
16h28m13.62s -25d09m57.65s,1.6246,113.016,Spacetime Curvature Limit (Black Hole),98.48,MATCH: UCAC4 325-084883 (*),,
16h32m35.77s -24d11m56.70s,0.2465,55.355,Gasious Substrate Schema,240.43,MATCH: 2MASS J16325285-2411001 (*),,
16h30m53.78s -24d53m50.47s,0.2351,37.5053,Gasious Substrate Schema,84.86,MATCH: HGBS J163059.2-245430 (cor),,
16h24m11.71s -24d38m50.45s,0.241,12.7518,Gasious Substrate Schema,83.9,MATCH: Gaia DR3 6049037785142031744 (PM*),,
16h28m08.17s -25d21m26.91s,0.3841,60.3385,Trefoil Metric Schema,79.82,MATCH: UCAC4 324-083890 (Y*?),,
16h28m57.25s -23d34m08.83s,0.3939,17.7506,Trefoil Metric Schema,147.14,MATCH: HGBS J162857.3-233141 (cor),,
16h27m56.44s -23d31m37.69s,0.2371,53.1461,Gasious Substrate Schema,96.48,MATCH: Gaia DR3 6050884930315861248 (Y*?),,
16h31m40.40s -25d01m55.20s,0.2473,177.054,Gasious Substrate Schema,200.78,MATCH: SFAM 125 (Rad),,
16h25m15.80s -24d33m24.84s,0.2256,53.6406,Gasious Substrate Schema,55.71,MATCH: BKLT J162512-243310 (*),,
16h25m24.61s -24d16m11.64s,0.2986,320.9467,Solenoidal Metric Schema (Iron),24.87,MATCH: BKLT J162523-241555 (*),,
16h24m09.20s -25d08m56.49s,0.2181,163.5479,Minkowskian Baseline,103.81,MATCH: Gaia DR3 6049004799793211520 (RR*),,
16h30m50.48s -25d14m54.07s,0.2548,76.1305,Gasious Substrate Schema,205.35,MATCH: CRTS J163055.0-251809 (RR*),,
16h32m22.62s -25d06m47.05s,0.4276,44.6444,Trefoil Metric Schema,64.79,MATCH: HGBS J163219.4-250735 (cor),,
16h30m47.40s -25d03m40.09s,0.2041,25.4099,Minkowskian Baseline,143.86,MATCH: UCAC4 325-085077 (*),,
16h26m23.28s -24d46m47.10s,0.5992,46.6482,Metric Spacetime Anomaly,13.97,MATCH: BKLT J162622-244642 (*),,
16h27m02.38s -23d57m32.83s,0.4159,56.7378,Trefoil Metric Schema,70.26,MATCH: [WMR2005] 4-42 (TT?),,
16h27m33.37s -25d18m14.91s,0.4308,69.8356,Localized Torsional Inflection,217.07,MATCH: SIPS J1627-2518 (PM*),,
16h29m58.46s -24d40m39.46s,0.3309,51.4352,Helical Metric Schema,129.7,MATCH: 2MASS J16295962-2438307 (Y*O),,
16h24m06.33s -24d19m10.08s,0.2108,125.9549,Minkowskian Baseline,108.5,MATCH: 2MASS J16241346-2418219 (Y*?),,
16h31m30.06s -23d36m16.26s,0.2963,47.5491,Solenoidal Metric Schema (Iron),165.37,MATCH: Gaia DR3 6050798137616482432 (RR*),,
16h25m29.38s -24d18m00.96s,0.2057,276.315,Minkowskian Baseline,36.36,MATCH: BKLT J162532-241754 (*),,
