SECTOR A,Singularities,,,,,ANALYSIS,
08h33m29.46s -45d09m32.25s,0.1946,79.8996,Minkowskian Baseline,35.09,MATCH: TYC 8150-1386-1 (*),,
08h34m59.39s -45d15m41.53s,0.4048,95.6292,Trefoil Metric Schema,63.64,MATCH: TYC 8150-1257-1 (*),,
08h33m20.90s -45d23m54.80s,0.228,319.4926,Localized Torsional Inflection,82.64,MATCH: UCAC4 224-026924 (*),,
08h37m55.64s -45d08m38.17s,0.3947,10.4193,Trefoil Metric Schema,43.26,MATCH: Gaia DR3 5522332029951631360 (*),,
08h37m01.31s -45d35m38.52s,0.8263,9.8198,Baryonic Metric Substrate,13.95,MATCH: Gaia DR3 5521901983462471296 (EB*),,
08h37m05.12s -44d53m47.98s,0.3206,2.5358,Helical Metric Schema,93.67,MATCH: CPD-44  2821 (*),,
08h35m37.18s -45d23m23.86s,1.0667,47.6983,Baryonic Metric Substrate,112.52,MATCH: TYC 8150-309-1 (*),,
08h33m31.75s -45d17m38.06s,0.6295,34.7303,Metric Spacetime Anomaly,81.82,MATCH: UCAC4 224-026939 (*),,
08h34m13.92s -45d17m44.45s,0.2927,11.0604,Solenoidal Metric Schema (Iron),152.86,MATCH: TYC 8150-2376-1 (*),,
08h35m53.08s -45d12m05.74s,0.4579,110.3002,Localized Torsional Inflection,74.03,MATCH: Gaia DR3 5521972455282235648 (EB*),,
08h33m11.28s -45d16m41.56s,0.1913,122.3759,Minkowskian Baseline,46.4,MATCH: CPD-44  2729 (*),,
08h35m53.76s -44d47m22.74s,0.2658,67.3058,Gasious Substrate Schema,37.81,MATCH: Gaia DR3 5523107357444282112 (*),,
08h35m22.29s -44d46m43.03s,0.6062,42.2256,Metric Spacetime Anomaly,67.05,MATCH: Gaia DR3 5523119726937562880 (EB*),,
08h33m37.73s -45d21m36.80s,0.2982,30.8653,Solenoidal Metric Schema (Iron),173.12,MATCH: UCAC4 224-026924 (*),,
08h37m16.49s -45d01m15.24s,0.1758,146.4672,Minkowskian Baseline,140.34,MATCH: 2MASS J08370654-4502479 (LP?),,
08h35m20.63s -45d39m04.30s,0.2822,57.3149,Solenoidal Metric Schema (Iron),42.92,MATCH: TYC 8150-3933-1 (*),,
08h37m47.21s -44d52m39.45s,0.2766,35.5333,Gasious Substrate Schema,94.09,MATCH: Gaia DR2 5522355394571268608 (*),,
08h35m38.22s -45d31m06.49s,1.0177,106.4533,Baryonic Metric Substrate,51.21,MATCH: UCAC4 223-028185 (SB*),,
08h35m36.05s -45d23m48.39s,0.165,360.6013,Minkowskian Baseline,135.77,MATCH: TYC 8150-309-1 (*),,
08h34m29.35s -45d22m27.41s,0.3469,4.2426,Helical Metric Schema,120.69,MATCH: CPD-44  2761 (*),,
08h37m29.41s -44d46m01.70s,0.1701,150.4853,Minkowskian Baseline,59.64,MATCH: Gaia DR3 5522359685234537984 (EB*),,
08h37m51.03s -44d54m13.98s,0.338,238.8098,Helical Metric Schema,96.47,MATCH: Gaia DR3 5522344777412153344 (EB*),,
08h35m52.03s -45d37m03.57s,0.2551,17.3362,Gasious Substrate Schema,110.24,MATCH: TYC 8150-164-1 (*),,
08h34m04.16s -44d48m16.10s,0.2466,104.165,Gasious Substrate Schema,87.62,MATCH: HD  73009 (a2*),,
08h37m02.42s -45d19m34.68s,0.4959,428.4376,Localized Torsional Inflection,23.98,MATCH: Gaia DR2 5521953797949797760 (*),,
08h32m47.93s -44d56m26.54s,0.2076,224.844,Minkowskian Baseline,38.98,MATCH: Gaia DR3 5522762209567645056 (WD?),,
08h32m15.95s -45d25m46.19s,0.6995,36.3272,Metric Spacetime Anomaly,99.69,MATCH: CD-44  4507 (*),,
08h34m57.05s -45d11m05.07s,0.5481,105.1661,Metric Spacetime Anomaly,134.22,MATCH: 2MASS J08350838-4510045 (*),,
08h34m35.51s -44d58m11.88s,0.3327,168.8109,Localized Torsional Inflection,95.19,MATCH: CPD-44  2757 (*),,
08h36m27.08s -45d07m50.64s,0.2403,13.3447,Gasious Substrate Schema,54.45,MATCH: Gaia DR2 5521971591989572992 (*),,
08h38m01.83s -44d51m29.88s,0.4692,19.8021,Metric Spacetime Anomaly,32.33,MATCH: Gaia DR3 5522344914851113088 (PM*),,
08h37m27.95s -45d00m06.50s,0.2754,84.3323,Gasious Substrate Schema,148.22,MATCH: Gaia DR3 5522342230486809216 (EB*),,
08h33m58.31s -45d12m07.44s,0.6475,81.6113,Metric Spacetime Anomaly,86.06,MATCH: 2MASS J08335074-4512390 (*),,
08h37m21.19s -45d05m26.26s,0.2926,61.2814,Solenoidal Metric Schema (Iron),89.36,MATCH: Gaia DR3 5522335014941439104 (EB*),,
08h35m35.28s -44d50m25.49s,0.2257,539.4294,Localized Torsional Inflection,43,MATCH: Gaia DR3 5523106738968944640 (EB*),,
08h35m48.03s -45d40m27.65s,0.3122,88.6318,Solenoidal Metric Schema (Iron),144.78,MATCH: Gaia DR3 5521942248768612864 (Y*?),,
08h33m39.24s -45d24m47.08s,0.236,282.8394,Gasious Substrate Schema,58.67,MATCH: TYC 8150-4157-1 (*),,
08h32m33.57s -44d58m26.37s,0.3136,21.5367,Solenoidal Metric Schema (Iron),128.53,MATCH: Gaia DR3 5522761973355115264 (EB*),,
08h37m00.34s -45d09m55.54s,0.4882,31.209,Metric Spacetime Anomaly,49.27,MATCH: Gaia DR2 5522334263332411520 (*),,
08h32m52.07s -45d31m49.80s,1.0995,96.2423,Baryonic Metric Substrate,124.61,MATCH: Gaia DR3 5522687240922430208 (EB*),,
08h35m26.68s -45d16m42.88s,0.4395,199.8677,Trefoil Metric Schema,77.14,MATCH: CPD-44  2781 (*),,
08h35m14.46s -44d45m38.80s,0.2193,83.3701,Minkowskian Baseline,42.13,MATCH: CD-44  4558 (*),,
08h35m37.48s -45d20m16.61s,0.5755,123.419,Metric Spacetime Anomaly,113.8,MATCH: Gaia DR3 5521962795896153472 (EB*),,
08h34m12.62s -44d38m19.53s,0.3161,78.9702,Solenoidal Metric Schema (Iron),130.17,MATCH: [MML2017] 7514 (MoC),,
08h36m36.92s -45d24m03.61s,0.4374,85.6724,Trefoil Metric Schema,36.69,MATCH: Gaia DR3 5521953351269066112 (*),,
08h34m29.33s -45d26m02.25s,0.3177,56.2328,Solenoidal Metric Schema (Iron),47.49,MATCH: Gaia DR2 5521964002791620224 (*),,
08h36m58.20s -45d05m18.89s,0.6904,199.7428,Metric Spacetime Anomaly,81.02,MATCH: Gaia DR2 5522346220521357568 (*),,
08h35m55.29s -44d40m12.74s,0.2587,46.9356,Gasious Substrate Schema,43.45,MATCH: TYC 7674-543-1 (*),,
08h34m05.63s -44d45m53.75s,0.2892,103.5219,Solenoidal Metric Schema (Iron),73.3,MATCH: Gaia DR3 5522747714052583168 (WD?),,
08h36m55.93s -45d37m48.16s,0.1846,61.5951,Minkowskian Baseline,91.18,MATCH: Gaia DR3 5521901635558043392 (EB*),,
08h33m55.58s -45d13m15.86s,0.2556,134.1378,Gasious Substrate Schema,57.03,MATCH: Gaia DR3 5522719779595451648 (EB*),,
08h36m43.41s -45d17m17.67s,0.2617,20.3067,Gasious Substrate Schema,61,MATCH: Gaia DR3 5521956959046199424 (EB*),,
08h35m08.45s -45d15m14.57s,0.2775,139.2054,Gasious Substrate Schema,37.78,MATCH: CPD-44  2772 (*),,
08h34m19.46s -45d04m21.91s,0.344,37.1879,Helical Metric Schema,38.62,MATCH: Gaia DR3 5522723073824839424 (EB*),,
08h36m13.33s -45d02m19.14s,0.257,37.3688,Gasious Substrate Schema,110.63,MATCH: DOBASHI 5377 (DNe),,
08h34m04.37s -45d06m45.79s,1.19,175.6047,Localized Torsional Inflection,14.59,MATCH: CPD-44  2752 (*),,
08h33m40.71s -45d31m50.01s,0.2259,4.7078,Gasious Substrate Schema,100.11,MATCH: TYC 8150-4099-1 (*),,
08h34m47.19s -45d16m27.07s,0.3231,35.2505,Helical Metric Schema,68.51,MATCH: Gaia DR3 5522717198308511488 (EB*),,
08h37m22.82s -45d17m50.86s,0.2695,57.2705,Gasious Substrate Schema,26.79,MATCH: Gaia DR3 5522328387817256576 (EB*),,
08h37m09.51s -45d41m31.86s,0.1823,5.4668,Minkowskian Baseline,64.16,MATCH: Gaia DR3 5521898165224136192 (*),,
08h35m10.21s -45d28m49.79s,0.2436,3.2791,Gasious Substrate Schema,28.36,MATCH: Gaia DR3 5521959463000925696 (EB*),,
08h35m42.28s -45d09m46.66s,0.2633,7.6418,Gasious Substrate Schema,15.08,MATCH: Gaia DR3 5521972725860893568 (EB*),,
08h33m21.08s -45d18m43.72s,0.4399,39.611,Trefoil Metric Schema,12.11,MATCH: CD-44  4520 (*),,
08h37m17.48s -45d07m11.54s,0.3209,6.1671,Helical Metric Schema,33.1,MATCH: Gaia DR2 5522334916167459200 (*),,
08h35m51.97s -45d28m38.96s,0.2868,132.9673,Solenoidal Metric Schema (Iron),49.33,MATCH: Gaia DR3 5521948403466154624 (EB*),,
08h36m04.20s -45d23m11.88s,0.4555,173.1601,Metric Spacetime Anomaly,81.13,MATCH: Gaia DR3 5521955825169651840 (WD?),,
08h36m49.22s -45d16m09.15s,0.2445,198.5025,Localized Torsional Inflection,82.9,MATCH: CD-44  4592 (*),,
08h37m09.65s -45d15m40.11s,0.365,91.4681,Trefoil Metric Schema,42.09,MATCH: Gaia DR2 5522329521688667648 (*),,
08h33m00.98s -45d26m10.66s,0.3005,33.6474,Solenoidal Metric Schema (Iron),86.33,MATCH: IRAS 08313-4514 (FIR),,
08h34m16.35s -45d18m01.29s,0.2128,4.6377,Minkowskian Baseline,136.51,MATCH: CPD-44  2760 (*),,
08h32m46.11s -44d54m56.45s,0.4827,17.3394,Metric Spacetime Anomaly,90.34,MATCH: Gaia DR3 5522763274719730176 (EB*),,
08h33m15.92s -45d33m50.61s,0.4381,38.5548,Trefoil Metric Schema,41.15,MATCH: CD-45  4239 (*),,
08h35m40.67s -44d53m36.45s,0.4191,60.2274,Trefoil Metric Schema,55.36,MATCH: Gaia DR3 5522731152668590848 (EB*),,
08h33m34.47s -44d54m24.93s,0.4713,37.5635,Metric Spacetime Anomaly,10.96,MATCH: UCAC4 226-028041 (*),,
08h32m37.41s -44d52m45.46s,0.3596,144.9515,Helical Metric Schema,111.74,MATCH: Gaia DR3 5522763274719730176 (EB*),,
08h37m10.76s -45d14m37.39s,0.8676,377.5184,Baryonic Metric Substrate,80.27,MATCH: UBC 245 (OpC),,
08h35m37.97s -44d43m34.66s,0.1845,71.5394,Minkowskian Baseline,114.76,MATCH: TYC 7674-2793-1 (*),,
08h35m17.55s -45d29m52.47s,0.3205,136.7158,Helical Metric Schema,50.79,MATCH: TYC 8150-2268-1 (*),,
08h36m56.29s -45d04m39.25s,0.524,5.61,Metric Spacetime Anomaly,123.23,MATCH: Gaia DR2 5522346220521357568 (*),,
08h34m24.85s -44d56m39.35s,0.2277,30.9088,Gasious Substrate Schema,29.68,MATCH: TYC 7674-1296-1 (*),,
08h33m42.62s -45d35m05.19s,0.2663,159.9485,Localized Torsional Inflection,26.61,MATCH: OGLE GD-RRLYR-853 (RR*),,
08h33m54.14s -45d03m04.18s,0.2843,294.8161,Solenoidal Metric Schema (Iron),117.34,MATCH: Gaia DR3 5522734313756006144 (EB*),,
08h34m04.92s -44d42m41.59s,0.2553,1.4581,Gasious Substrate Schema,130.88,MATCH: Gaia DR3 5522794645161598464 (EB*),,
08h34m43.13s -45d16m22.28s,0.4667,5.5179,Metric Spacetime Anomaly,77.02,MATCH: Gaia DR3 5522717198308511488 (EB*),,
08h36m10.41s -45d31m20.52s,0.456,26.2172,Metric Spacetime Anomaly,58.95,MATCH: TYC 8150-366-1 (*),,
08h33m23.46s -45d23m50.82s,0.3119,43.4749,Solenoidal Metric Schema (Iron),78.64,MATCH: UCAC4 224-026924 (*),,
08h36m38.15s -45d25m08.86s,0.2582,67.9622,Gasious Substrate Schema,70.23,MATCH: Gaia DR3 5521951766419727616 (EB*),,
08h34m00.41s -44d51m33.17s,0.2345,70.2039,Gasious Substrate Schema,181.22,MATCH: TYC 7674-2769-1 (*),,
08h35m25.07s -45d40m53.93s,0.2492,5.0239,Gasious Substrate Schema,81.67,MATCH: Gaia DR3 5521942489286867328 (EB*),,
08h36m12.47s -45d30m41.03s,0.386,32.2753,Trefoil Metric Schema,39.05,MATCH: TYC 8150-366-1 (*),,
08h33m22.48s -45d00m20.07s,0.256,43.9852,Gasious Substrate Schema,92.57,MATCH: CPD-44  2733 (*),,
08h34m23.76s -45d01m02.71s,0.1813,41.792,Minkowskian Baseline,30.17,MATCH: CD-44  4543 (*),,
08h32m41.64s -45d13m08.31s,0.2454,105.6591,Gasious Substrate Schema,52.48,MATCH: Gaia DR3 5522711189663467776 (EB*),,
08h38m15.82s -45d08m13.11s,0.2125,165.8191,Minkowskian Baseline,42.54,MATCH: Gaia DR2 5522336939086654080 (*),,
08h34m18.82s -45d42m56.95s,0.4405,329.2043,Trefoil Metric Schema,102.86,MATCH: TYC 8150-4019-2 (*),,
08h34m59.10s -45d41m27.75s,0.2052,60.4956,Minkowskian Baseline,35.02,MATCH: Gaia DR3 5521922015183883776 (EB*),,
08h35m01.49s -44d42m39.85s,0.4193,62.398,Trefoil Metric Schema,56.42,MATCH: Gaia DR3 5522745652478152960 (EB*),,
08h34m39.77s -45d00m18.03s,0.285,55.8063,Solenoidal Metric Schema (Iron),79.58,MATCH: Gaia DR3 5522729606480816768 (PM*),,
08h36m41.32s -44d57m56.32s,0.312,123.184,Solenoidal Metric Schema (Iron),125.36,MATCH: CD-44  4591 (*),,
08h34m10.17s -45d01m36.81s,0.1958,39.8828,Minkowskian Baseline,24.58,MATCH: Gaia DR3 5522734962294622208 (EB*),,
08h35m11.23s -45d40m19.29s,0.2065,6.732,Minkowskian Baseline,34.55,MATCH: UCAC4 222-027221 (SB*),,
08h32m19.06s -45d20m45.31s,0.2246,123.4486,Gasious Substrate Schema,68.39,MATCH: Gaia DR3 5522701598987030144 (EB*),,
08h33m54.54s -45d22m11.24s,0.5199,242.4122,Metric Spacetime Anomaly,93.03,MATCH: Gaia DR3 5522691806461389568 (EB*),,
08h35m56.22s -45d04m02.15s,0.4162,99.2276,Trefoil Metric Schema,42.48,MATCH: Gaia DR3 5521975238426040448 (EB*),,
08h35m23.86s -45d05m53.80s,0.3462,79.1149,Helical Metric Schema,104.65,MATCH: [DLM2003b] FR-II (G),,
08h35m30.03s -44d37m46.69s,0.3378,73.3074,Helical Metric Schema,36.78,MATCH: Gaia DR3 5523121479296527104 (*),,
08h34m43.84s -44d59m21.37s,0.2109,70.9721,Minkowskian Baseline,110.13,MATCH: TYC 7674-1101-1 (*),,
08h36m44.92s -44d59m33.52s,0.5939,29.6786,Metric Spacetime Anomaly,20.95,MATCH: CD-44  4591 (*),,
08h36m00.71s -44d42m03.54s,0.1845,523.9289,Minkowskian Baseline,70.84,MATCH: TYC 7674-913-1 (*),,
08h36m08.51s -44d52m47.52s,0.2077,38.6155,Minkowskian Baseline,50.58,MATCH: Gaia DR3 5523102959397892352 (EB*),,
08h34m44.13s -45d15m10.30s,1.0573,123.904,Baryonic Metric Substrate,33.74,MATCH: Gaia DR3 5522717198308511488 (EB*),,
08h38m02.78s -45d23m37.25s,0.7413,134.1638,Metric Spacetime Anomaly,27.92,MATCH: TYC 8151-437-1 (*),,
08h34m43.74s -45d14m36.43s,0.2472,152.2639,Localized Torsional Inflection,55.96,MATCH: Gaia DR3 5522717198308511488 (EB*),,
08h36m19.08s -45d23m37.45s,0.2591,184.997,Gasious Substrate Schema,40.39,MATCH: TYC 8150-234-1 (*),,
08h37m54.46s -45d11m37.31s,1.1934,1.721,Baryonic Metric Substrate,18.18,MATCH: 2MASS J08375329-4511240 (LP?),,
08h36m39.97s -45d01m11.98s,0.4415,74.0622,Trefoil Metric Schema,36.3,MATCH: Gaia DR2 5522347659325507072 (*),,
08h35m29.88s -45d18m04.92s,0.3309,93.871,Helical Metric Schema,21.32,MATCH: [DLM2003b] J083529.2-451825 (X),,
08h35m43.13s -45d20m11.46s,0.2959,15.5169,Solenoidal Metric Schema (Iron),118.61,MATCH: CD-44  4568 (*),,
08h32m23.15s -45d16m12.79s,0.5528,28.8042,Metric Spacetime Anomaly,48.73,MATCH: TYC 8150-1848-1 (SB*),,
08h35m11.64s -45d02m00.24s,0.2692,36.8088,Gasious Substrate Schema,24.06,MATCH: CPD-44  2773 (*),,
08h33m48.74s -45d17m18.50s,0.5034,96.8745,Metric Spacetime Anomaly,65.4,MATCH: [DLM2003b] J083343.8-451758 (X),,
08h36m48.39s -45d41m32.60s,0.6407,57.1234,Metric Spacetime Anomaly,34.64,MATCH: Gaia DR3 5521892431455230080 (Pu*),,
08h35m50.43s -44d56m09.43s,0.2578,132.034,Gasious Substrate Schema,49.8,MATCH: Gaia DR3 5522727785405496832 (EB*),,
08h33m50.07s -45d21m16.51s,0.543,154.132,Metric Spacetime Anomaly,154.16,MATCH: Gaia DR3 5522691806461389568 (EB*),,
08h37m36.06s -45d20m07.67s,0.2508,164.113,Gasious Substrate Schema,69.56,MATCH: Gaia DR2 5522281314973622784 (*),,
08h32m19.29s -45d07m16.56s,0.3626,93.1246,Trefoil Metric Schema,68.42,MATCH: Gaia DR3 5522759533813692288 (EB*),,
08h38m11.67s -45d29m55.31s,0.2683,39.1084,Gasious Substrate Schema,74.46,MATCH: Gaia DR3 5522275989214228608 (EB*),,
08h35m23.37s -45d36m14.66s,0.2587,62.0321,Gasious Substrate Schema,36.28,MATCH: Gaia DR3 5521945929569536000 (EB*),,
08h32m58.60s -45d10m02.90s,0.2697,1.5685,Gasious Substrate Schema,38.68,MATCH: Gaia DR2 5522709952709322240 (*),,
08h37m13.44s -45d14m40.20s,0.4438,8.3426,Trefoil Metric Schema,70.05,MATCH: UBC 245 (OpC),,
08h37m05.68s -45d06m01.67s,0.2044,38.3964,Minkowskian Baseline,82.66,MATCH: Gaia DR2 5522346220521357568 (*),,
08h33m57.39s -45d30m48.32s,0.2134,137.7699,Minkowskian Baseline,76.56,MATCH: EXMS B0832-453A (X),,
08h34m22.99s -44d57m57.33s,0.3861,16.6595,Trefoil Metric Schema,46.12,MATCH: GEN# -0.04404542 (*),,
08h38m02.68s -45d06m56.79s,0.3573,95.1747,Helical Metric Schema,86.46,MATCH: 2MASS J08380367-4505308 (LP*),,
08h34m48.34s -45d41m18.82s,0.3029,4.3887,Solenoidal Metric Schema (Iron),79.5,MATCH: Gaia DR3 5521922771105104128 (EB*),,
08h34m47.83s -45d18m44.83s,0.3271,21.3747,Helical Metric Schema,10.83,MATCH: Gaia DR3 5521966270534360192 (EB*),,
08h35m43.13s -45d05m51.99s,0.4532,123.4054,Metric Spacetime Anomaly,13.05,MATCH: Gaia DR3 5521975307146076544 (EB*),,
08h34m33.92s -45d02m41.86s,0.277,51.3754,Gasious Substrate Schema,117.89,MATCH: CD-44  4543 (*),,
08h35m13.87s -45d12m14.16s,0.3738,72.6679,Trefoil Metric Schema,105.48,MATCH: [LBS72] Star G (*),,
08h34m47.63s -45d08m58.12s,0.2512,83.2284,Gasious Substrate Schema,205.29,MATCH: 2XMM J083435.4-451137 (X),,
TA6,,,,,,,
--- INITIATING VOLUMETRIC METRIC SCAN ---,,,,,,,
"Target: RA 6.565, DEC 17.77",,,,,,,
Depth: 800 XYZ,Radius: 10,,,,,,
Scanning Volume... Sampling 418 points.,,,,,,,
Structure Detected: 418 metric nodes.,,,,,,,
FULL SIMBAD REALITY CHECK - ALL NODES,,,,,,TA6,
PREDICTED COORDINATES,MODE (m),HELICITY,PREDICTED IDENTITY,OFFSET,REALITY CHECK,Closest OFFSET,5.47
06h32m02.22s +17d58m11.06s,0.1879,54.7248,Minkowskian Baseline,117.98,MATCH: TYC 1333-747-1 (SB*),Average OFFSET,82.77473684
06h34m18.84s +18d11m22.89s,0.2288,264.2865,Gasious Substrate Schema,46.21,MATCH: UCAC4 541-029390 (*),Max OFFSET,224.86
06h33m44.61s +18d06m11.72s,0.2063,50.6131,Minkowskian Baseline,66.58,MATCH: 2MASS J06334762+1807023 (AB?),Number of Close Matches(OFFSET < 1 arcsecond),0
06h34m34.85s +17d52m52.51s,0.3974,26.3203,Trefoil Metric Schema,64.25,MATCH: UCAC4 540-029961 (*),,
06h33m21.89s +17d54m51.43s,0.2394,7.14,Gasious Substrate Schema,39.88,MATCH: TYC 1333-382-1 (*),No SIMBAD Match,0
06h35m05.12s +17d36m47.63s,0.5246,299.9094,Metric Spacetime Anomaly,30.76,MATCH: UCAC4 539-029328 (*),,
06h34m46.84s +17d39m52.52s,0.2497,26.9173,Gasious Substrate Schema,55.05,MATCH: Gaia DR3 3371001461333213312 (EB*),Structure Type,Count
06h33m02.17s +17d40m41.44s,0.3312,4.7462,Helical Metric Schema,162.75,MATCH: Gaia DR3 3371031148147289728 (*),Gasious Substrate Schema,107
06h32m53.82s +18d13m12.48s,0.2964,64.187,Solenoidal Metric Schema (Iron),76.12,MATCH: TYC 1333-507-1 (*),Metric Spacetime Anomaly,66
06h32m16.11s +17d29m17.01s,0.1992,153.9209,Minkowskian Baseline,67.97,MATCH: Gaia DR3 3371022420774948096 (*),Minkowskian Baseline,63
06h34m09.47s +17d20m39.78s,0.3425,52.7262,Helical Metric Schema,54.02,MATCH: 2MASS J06341236+1721144 (*),Trefoil Metric Schema,47
06h33m12.44s +18d04m03.35s,0.3382,131.6543,Helical Metric Schema,87.98,MATCH: 2MASS J06330970+1802445 (RG*),Solenoidal Metric Schema (Iron),46
06h34m15.93s +18d22m35.53s,0.7991,58.3283,Metric Spacetime Anomaly,70.68,MATCH: Gaia DR3 3371369385410292992 (*),Helical Metric Schema,42
06h34m23.85s +17d26m18.51s,0.211,310.9165,Minkowskian Baseline,72.29,MATCH: TYC 1333-986-1 (*),Localized Torsional Inflection,24
06h32m06.81s +17d32m55.03s,0.3104,89.395,Solenoidal Metric Schema (Iron),44.17,MATCH: ZTF J063203.88+173309.1 (BY*),Baryonic Metric Substrate,19
06h33m54.60s +17d26m34.70s,0.2695,21.0752,Gasious Substrate Schema,200.08,MATCH: TYC 1333-755-1 (*),Spacetime Curvature Limit (Black Hole),4
06h34m06.21s +17d23m39.23s,0.3494,210.4704,Helical Metric Schema,97.12,MATCH: UCAC4 537-029448 (*),,
06h32m33.05s +18d04m59.60s,0.2732,121.9265,Gasious Substrate Schema,68.48,MATCH: TYC 1333-1635-1 (V*),,
06h32m07.31s +17d39m04.02s,1.0544,91.8753,Baryonic Metric Substrate,30.96,MATCH: 2MASS J06320840+1738373 (HB*),,
06h32m11.25s +17d20m25.82s,0.316,8.9515,Solenoidal Metric Schema (Iron),75.28,MATCH: 2MASS J06320997+1721388 (*),,
06h32m19.32s +17d39m03.06s,0.2934,26.164,Solenoidal Metric Schema (Iron),69.22,MATCH: LAMOST J063221.01+173800.5 (Pe*),,
06h34m19.50s +17d40m24.46s,0.4366,128.5948,Trefoil Metric Schema,12.64,MATCH: 2MASS J06341951+1740371 (*),,
06h36m01.22s +17d27m49.25s,0.2737,75.2099,Gasious Substrate Schema,95.42,MATCH: HD 260272 (*),,
06h35m44.20s +18d03m26.71s,0.2064,7.676,Minkowskian Baseline,78.49,MATCH: TYC 1333-230-1 (*),,
06h34m46.33s +17d50m40.81s,0.2241,71.8456,Gasious Substrate Schema,34.35,MATCH: 2MASS J06344750+1751109 (*),,
06h32m17.71s +17d25m26.86s,0.2175,284.9579,Minkowskian Baseline,136.76,MATCH: ATO J098.1135+17.4254 (V*),,
06h36m39.00s +17d36m33.15s,0.2526,3.8156,Gasious Substrate Schema,42.69,MATCH: Gaia DR3 3371085264734592512 (WD?),,
06h32m04.08s +18d04m28.20s,0.2115,49.6112,Minkowskian Baseline,29.95,MATCH: Gaia DR2 3371267169487772544 (Em*),,
06h33m04.08s +17d38m34.63s,0.3939,12.7969,Trefoil Metric Schema,114.98,MATCH: ATO J098.2767+17.6123 (V*),,
06h34m18.17s +17d44m18.75s,0.6347,96.7128,Metric Spacetime Anomaly,107.33,MATCH: 1LHAASO J0634+1741 (gam),,
06h32m36.61s +17d27m17.91s,0.2325,137.3955,Gasious Substrate Schema,134.47,MATCH: TYC 1333-931-1 (*),,
06h32m49.79s +18d08m22.19s,0.4409,74.7795,Trefoil Metric Schema,118.07,MATCH: TYC 1333-275-1 (*),,
06h34m05.59s +17d06m18.30s,0.9654,253.9725,Localized Torsional Inflection,101.23,MATCH: Gaia DR3 3370948242393411200 (EB*),,
06h34m57.85s +18d03m31.67s,0.5191,33.4631,Metric Spacetime Anomaly,110.87,MATCH: ATO J098.7548+18.0866 (EB*),,
06h32m22.82s +18d03m10.32s,0.8028,101.3973,Localized Torsional Inflection,71.58,MATCH: UCAC4 541-028813 (SB*),,
06h31m26.18s +18d06m57.06s,0.3852,12.083,Trefoil Metric Schema,94.16,MATCH: 2MASS J06313106+1805536 (HB*),,
06h33m58.85s +17d58m45.04s,0.4045,2.1497,Trefoil Metric Schema,68.65,MATCH: 2MASS J06335958+1759529 (HB*),,
06h34m45.43s +18d15m09.34s,0.6598,37.8636,Metric Spacetime Anomaly,41.61,MATCH: 2MASS J06344639+1815486 (RG*),,
06h32m56.13s +17d25m09.14s,0.1816,261.6814,Minkowskian Baseline,148.82,MATCH: 2MASS J06325371+1722445 (*),,
06h34m30.89s +17d50m33.48s,0.306,6.4737,Solenoidal Metric Schema (Iron),110.54,MATCH: LAMOST J063432.60+174845.6 (*),,
06h32m10.83s +17d30m58.21s,0.3616,0.016,Trefoil Metric Schema,71.96,MATCH: 2MASS J06321102+1729461 (RG*),,
06h34m20.19s +17d54m40.36s,0.8033,187.4646,Baryonic Metric Substrate,87.88,MATCH: 2MASS J06341882+1756060 (RG*),,
06h36m01.80s +17d59m08.94s,1.2954,58.1855,Metric Spacetime Anomaly,81.23,MATCH: LAMOST J063607.49+175909.5 (*),,
06h35m05.12s +17d26m37.18s,0.3254,13.9811,Helical Metric Schema,45.89,MATCH: Gaia DR3 3370986171255537280 (*),,
06h31m41.51s +18d08m56.45s,0.409,79.7486,Trefoil Metric Schema,96.42,MATCH: 2MASS J06313784+1810175 (HB*),,
06h34m45.82s +17d43m07.48s,0.23,120.4994,Localized Torsional Inflection,53.71,MATCH: USNO-B1.0 1077-00138063 (X),,
06h31m29.95s +17d24m52.99s,0.2095,93.1221,Minkowskian Baseline,27.43,MATCH: 2MASS J06312809+1724596 (*),,
06h32m52.46s +17d31m02.47s,0.279,178.1814,Gasious Substrate Schema,60.79,MATCH: ZTF J063249.65+173016.8 (LP*),,
06h35m45.93s +17d47m58.46s,0.2297,659.5752,Localized Torsional Inflection,184.67,MATCH: 2MASS J06353328+1748368 (HB*),,
06h33m20.94s +17d29m19.85s,0.2699,1.1533,Gasious Substrate Schema,77.92,MATCH: UCAC4 538-029599 (Em*),,
06h34m05.66s +17d58m38.85s,0.2217,6.0292,Gasious Substrate Schema,53.38,MATCH: 2E  1700 (*),,
06h34m06.83s +17d25m30.89s,0.3228,124.3194,Helical Metric Schema,56.98,MATCH: TYC 1333-1436-1 (*),,
06h33m51.79s +18d09m00.74s,0.2827,80.2399,Solenoidal Metric Schema (Iron),35.42,MATCH: ZTF J063353.54+180835.8 (RG*),,
06h35m30.89s +17d24m01.69s,1.087,152.3567,Baryonic Metric Substrate,114.35,MATCH: Gaia DR2 3370982980091661440 (*),,
06h33m45.71s +17d54m53.23s,0.6003,37.8764,Metric Spacetime Anomaly,66.12,MATCH: 2XMM J063341.8+175408 (X),,
06h32m12.65s +17d17m15.08s,0.3712,90.5954,Trefoil Metric Schema,12.03,MATCH: 2MASS J06321182+1717129 (*),,
06h32m16.89s +18d06m56.10s,0.3897,194.5515,Localized Torsional Inflection,152.12,MATCH: Gaia DR3 3371267787963015936 (EB*),,
